username;caption;tag;tagId;link
"hprasathhubbard";"A43 #insta_pick_bw #electronics #instamood #TFLers #fashion";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/e15/12142249_1538555356445625_1513610994_n.jpg?ig_cache_key=MTIxNDY1MDAzNTc0ODY5NDgzNQ%3D%3D.2"
"irepair_it_fast";"#pc #iphonerepairs #galaxy #LG #Samsung #ipad #windows10 #waterdamage #repairs #electronics #macbook #laptoprepair #virusremoval #pasadenacitycollege #pasadena #sgv #626 #rosebowl #brokenscreen";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/e35/12907143_557114787800004_1274485654_n.jpg?ig_cache_key=MTIxNDY0OTUyOTcxOTUyNDE4NQ%3D%3D.2.l"
"_scottbland";"More than just Travel hotels and rental cars :) #quote #quotes #comment #comments #TFLers #tweegram #quoteoftheday #song #funny #save #savings #shopping #groceries #electronics #hotels #volishon #carentals #beauty #entertainment #treatyourself JOIN ME: www.ScottBland.website";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/e15/12912661_1582389995411839_329679913_n.jpg?ig_cache_key=MTIxNDY0OTUxODc4NDg0MzIyNw%3D%3D.2"
"tekramarket";"🎁🎁🎁\nSendroma İnat, Pazartesi Günü Başlıyor! _______________________________________________\n#electronics #technology #tech #gadgets #instatech #computers #laptop #notebook #teknoloji #fenerbahçe #galatasaray #beşiktaş #alisveris #indirim #elektronik #pcgamer #play #online #gaming #tekramarketcom #çekiliş #cekilis #çekilişvar #kampanya #cekilisvar #ücretsiz\n_______________________________________________";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/e15/12912790_482536295285785_306040827_n.jpg?ig_cache_key=MTIxNDY0OTQ0MzIwMDI3OTgyMg%3D%3D.2"
"zjannettknop";"Art of Animation #picoftheday #unhas #net #umbrella #electronics #runchat";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/e15/916372_1525068134464508_1353188773_n.jpg?ig_cache_key=MTIxNDY0Nzg2MjE1OTk2MzAxMw%3D%3D.2"
"mmarianito_kannenberg";"Genre - Arabia Edition #electronics #harrystylesimagine #commentbelow #bodymods #TFLers";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/e15/12750132_979553288807203_1228911908_n.jpg?ig_cache_key=MTIxNDY0Njk2MzQzMDM1Njc3NQ%3D%3D.2"
"lstreet_toulson";"skaters #glass #electronics #dayjob #paper";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/e15/12912526_978047392272681_1984535564_n.jpg?ig_cache_key=MTIxNDY0NjUwMTYxMTY4OTEyNA%3D%3D.2"
"qcaverewbank";"Nike Lunar HyperQuickNess #tattoo #game #orange #electronics #rih #hair #young";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/e15/917444_1203763459651910_706278423_n.jpg?ig_cache_key=MTIxNDY0NDc0MTMzODkwNjU4Mg%3D%3D.2"
"shopmorehere";"Men Shirt On Sale $25 \nInterested Comment Below!\n#Fashion #Men #Women #TagFriends #Electronics #Apple #Macys #Forever21 #BestOffer #Summeri #Events #Enjoy #menfashion #trend #colors #men #springwear #outfit #clothing  #style #spring #outfits #fashionmen #menstyle #menwear #comingsoon  #accessories #accessory #hairh";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12912269_1567698596874824_1000958503_n.jpg?ig_cache_key=MTIxNDY0NDIwMzAyMjg2NDQwNQ%3D%3D.2"
"pkelese_buddy";"Hope #electronics #chill #sun #niallers";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/e15/12424440_1601147073481664_1122791189_n.jpg?ig_cache_key=MTIxNDY0NDEyMzU1NjA4MzkyNA%3D%3D.2"
"ctgroupsa";"Nuestra empresa realiza desde mantenimiento correctivos a equipos y tarjetas electrónicas industriales y hasta fabricación de maquinas y tableros #CCM #CTG #Tecnología #Ingeniería #Electronics";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/10362268_994924520586895_1608211780_n.jpg?ig_cache_key=MTIxNDY0MzU5MDM2MjI4ODk3Nw%3D%3D.2"
"modmostmusic";"#pizza #goodnight #most #Paris #musicproducer #clubbing #music #electro #beatmaker #sampler #Paris  #producers #love #kiss #music#SundayTime #pioneerdj #GoodTime #Sun #LoveIt #Happy  #soundcloud #Dj #Blogger #LifeStyle #Life #Parisian #Marais #electronics  #food #club #2016";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/917427_639416506212748_447450416_n.jpg?ig_cache_key=MTIxNDY0MzI2NTYyNjc1MTYyMw%3D%3D.2.l"
"applied_electronics";"Hack does not always mean that you ruin something. Sometimes it means that u take the power way beyond its limit 👍😎 #SPARK\n#electronics #electricity #technology #ac #dc #volt #amp #resistance #power #engineering #welding #test #charger #phone #light #led #battery #lamp #lithium #pcb #circuit #experiement #share #instagram #facebook #youtube #instructables #scooter #hoverboard";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/917542_1083054418422359_294149805_n.jpg?ig_cache_key=MTIxNDY0MTI0MzMyNjc1OTQ2OQ%3D%3D.2.l"
"kidd_aitm";"#KIDDAITM #recycledart #vintagemagazine #marines #electronics #computer #geek #marinetime #ship #bout #lifeguard #sail #red #matches #sea #lobster #pcboard #art #firemen";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12383349_1533803800256246_85437937_n.jpg?ig_cache_key=MTIxNDY0MjU2MTg3MzMzNzA1OQ%3D%3D.2"
"dealsbyron";"iPhone 5 - $150.00 \niPhone 5c - $150.00 \niPhone 5s - $200.00 \niPhone 6 - $200.00 \niPhone 6+ - $225.00 \nIPhone 6s - $250.00\niPhone 6s + - $300.00\nApple Watch- $180\nPS4- $280\nXbox 1- $250\nPLEASE CONTACT ME NOW YOUR INTERESTED! THESE IPHONES ARE BRANDNEW AND THEY ARE UNLOCKED! THESE IPHONES ARE READY FOR ANY SERVICE! WE SELLING ALL IPHONES SO PLEASE GIVE ME A CALL OR TEXT IF YOUR INTERESTED#madonna #iphoneforsale #starwars #me #iphone6s #selfie #electronics #followme #follow #cute #beautiful #tbt #love #birthdayparty #atl #imac #apple #blackfriday #christmas #like4like #january #march #october #india #fashion #africa\n#playstation4 #ps4 #xbox1";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/10995079_257970514537134_750291807_n.jpg?ig_cache_key=MTIxNDY0MTg2MDI5NTM2NzUyMw%3D%3D.2"
"ymoneybagshawty.barreto";"goal #sneakerholics #light #traveling #electronics #kik";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/e15/12905120_1685014211752709_811297736_n.jpg?ig_cache_key=MTIxNDY0MTI4MDgzNDA0MDI1Mw%3D%3D.2"
"nikolbarbieri2";"Apple Store\n#iphone #apple #iphoneonly #InstaTags4Likes #appleiphone #ios #iphone3g #iphone3gs #iphone4 #iphone5 #technology #electronics #mobile #instagood #instaiphone #phone #photooftheday #smartphone @appslejandro #iphoneography #iphonegraphy #iphoneographer #iphoneology #iphoneographers #iphonegraphic";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12224415_867350900057208_1414230531_n.jpg?ig_cache_key=MTIxNDY0MDQzMDU4MDY2MjEzMA%3D%3D.2"
{"username":"sofiaviscardi","username":"lorenzojaredpaggi","username":"gliocchidellaviscardi"};"#jafia 👼🏼🌸\n-\nI loro sorrisi, i loro sguardi 💞 awee💓😍";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12912815_1057599980977907_981357740_n.jpg?ig_cache_key=MTIxNDY0MTA2Njc5NzI3MDQ3NA%3D%3D.2"
"plorilyn_milucky";"Smile!! #photooftheday #kickinit #electronics #hdri #chris #pop #jellybean";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/e15/12599483_1114288485282784_384938932_n.jpg?ig_cache_key=MTIxNDY0MDU2NTA1MzAzNzkyOA%3D%3D.2"
"dealsbyron";"iPhone 5 - $150.00 \niPhone 5c - $150.00 \niPhone 5s - $200.00 \niPhone 6 - $200.00 \niPhone 6+ - $225.00 \nIPhone 6s - $250.00\niPhone 6s + - $300.00\nApple Watch- $180\nPS4- $280\nXbox 1- $250\nPLEASE CONTACT ME NOW YOUR INTERESTED! THESE IPHONES ARE BRANDNEW AND THEY ARE UNLOCKED! THESE IPHONES ARE READY FOR ANY SERVICE! WE SELLING ALL IPHONES SO PLEASE GIVE ME A CALL OR TEXT IF YOUR INTERESTED#madonna #iphoneforsale #starwars #me #iphone6s #selfie #electronics #followme #follow #cute #beautiful #tbt #love #birthdayparty #atl #imac #apple #blackfriday #christmas #like4like #january #march #october #india #fashion #africa\n#playstation4 #ps4 #xbox1";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12445912_1696058973968980_1150381816_n.jpg?ig_cache_key=MTIxNDYzOTQ3MDk4NDkyNzk5Ng%3D%3D.2"
"dealsbyron";"iPhone 5 - $150.00 \niPhone 5c - $150.00 \niPhone 5s - $200.00 \niPhone 6 - $200.00 \niPhone 6+ - $225.00 \nIPhone 6s - $250.00\niPhone 6s + - $300.00\nApple Watch- $180\nPS4- $280\nXbox 1- $250\nPLEASE CONTACT ME NOW YOUR INTERESTED! THESE IPHONES ARE BRANDNEW AND THEY ARE UNLOCKED! THESE IPHONES ARE READY FOR ANY SERVICE! WE SELLING ALL IPHONES SO PLEASE GIVE ME A CALL OR TEXT IF YOUR INTERESTED#madonna #iphoneforsale #starwars #me #iphone6s #selfie #electronics #followme #follow #cute #beautiful #tbt #love #birthdayparty #atl #imac #apple #blackfriday #christmas #like4like #january #march #october #india #fashion #africa\n#playstation4 #ps4 #xbox1";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/11259594_579437498891390_1963077490_n.jpg?ig_cache_key=MTIxNDYzODg4NjYwMDk0MDI2OQ%3D%3D.2"
"dealsbyron";"iPhone 5 - $150.00 \niPhone 5c - $150.00 \niPhone 5s - $200.00 \niPhone 6 - $200.00 \niPhone 6+ - $225.00 \nIPhone 6s - $250.00\niPhone 6s + - $300.00\nApple Watch- $180\nPS4- $280\nXbox 1- $250\nPLEASE CONTACT ME NOW YOUR INTERESTED! THESE IPHONES ARE BRANDNEW AND THEY ARE UNLOCKED! THESE IPHONES ARE READY FOR ANY SERVICE! WE SELLING ALL IPHONES SO PLEASE GIVE ME A CALL OR TEXT IF YOUR INTERESTED#madonna #iphoneforsale #starwars #me #iphone6s #selfie #electronics #followme #follow #cute #beautiful #tbt #love #birthdayparty #atl #imac #apple #blackfriday #christmas #like4like #january #march #october #india #fashion #africa\n#playstation4 #ps4 #xbox1";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12530948_940010816117768_629517434_n.jpg?ig_cache_key=MTIxNDYzODY1MzM5NzYzNzg1Nw%3D%3D.2"
"dealsbyron";"iPhone 5 - $150.00 \niPhone 5c - $150.00 \niPhone 5s - $200.00 \niPhone 6 - $200.00 \niPhone 6+ - $225.00 \nIPhone 6s - $250.00\niPhone 6s + - $300.00\nApple Watch- $180\nPS4- $280\nXbox 1- $250\nPLEASE CONTACT ME NOW YOUR INTERESTED! THESE IPHONES ARE BRANDNEW AND THEY ARE UNLOCKED! THESE IPHONES ARE READY FOR ANY SERVICE! WE SELLING ALL IPHONES SO PLEASE GIVE ME A CALL OR TEXT IF YOUR INTERESTED#madonna #iphoneforsale #starwars #me #iphone6s #selfie #electronics #followme #follow #cute #beautiful #tbt #love #birthdayparty #atl #imac #apple #blackfriday #christmas #like4like #january #march #october #india #fashion #africa\n#playstation4 #ps4 #xbox1";Electronics;1;"https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12446202_177545275966073_729306382_n.jpg?ig_cache_key=MTIxNDYzODUyMjc2MTg0NTQ2OQ%3D%3D.2"
